ulna	forearm	1
pincer	crustacean	1
conjunctiva	optic	1
shaft	plume	1
zipper	trouser	1
stage	journeying	1
spike	shoe	1
second	minute	1
heat_shield	spacecraft	1
skull	head	1
south_carolina	south	1
liver	circulatory_system	1
oxygen_mask	scuba	1
transportation	mercantilism	1
lithosphere	world	1
turbojet_engine	turboprop	1
rochester	ny	1
dominican_republic	caribbean	1
short	infield	1
chain	wheel	1
water	hydrosphere	1
nigeria	africa	1
hub	propellor	1
sedimentary	parachute	1
south_dakota	usa	1
plunger	reciprocating_engine	1
roof	motorcar	1
kinetochore	chromosome	1
afterburner	turbojet_engine	1
brake_pedal	hydraulic_brakes	1
nasopharynx	throat	1
radiator_grille	motorcar	1
pacific_northwest	british_columbia	1
pueblo	colorado	1
frontal_lobe	pallium	1
viewfinder	gunsight	1
mount	framework	1
radical	molecule	1
ordnance	battery	1
doubling	cards	1
endometrium	womb	1
crumb	baked_goods	1
ligament	musculature	1
act	opera	1
tide	shellfish	1
madison	wisconsin	1
neckline	frock	1
clinch	bolt	1
medina	saudi_arabia	1
gig	tackle	1
subclavian_artery	collarbone	1
lock	door	1
chester	pennsylvania	1
topping	dish	1
racine	wisconsin	1
folktale	folklore	1
ward	infirmary	1
thorax	vertebrate	1
houston	tx	1
hierarchy	system	1
southeast_asia	asia	1
line	stanza	1
volcanic_crater	volcano	1
pixel	raster	1
scruple	dram	1
qualifier	phrase	1
barbary	africa	1
backbone	network	1
carpel	flower	1
spain	europe	1
paging	page	1
word	kilobyte	1
courtyard	edifice	1
roll	craps	1
tail	ship	1
window	motorcar	1
atom	element	1
locker_room	workplace	1
epididymis	testis	1
tide	arthropod	1
chassis	motor_vehicle	1
head	screw	1
matrix	connective_tissue	1
aden	yemen	1
door	threshold	1
iris	optic	1
choir	sanctuary	1
acrobatic_stunt	tumbling	1
nj	usa	1
subcontinent	continent	1
beach	shore	1
sky	world	1
panel	umbrella	1
genesis	torah	1
perch	roost	1
toe	pes	1
roanoke	virginia	1
detector	wireless	1
term	proposition	1
sixties	years	1
urethra	phallus	1
liverpool	england	1
heel	shoe	1
oregon	usa	1
leg	trouser	1
loquat	loquat_tree	1
nucleus	cell	1
declaration	bridge	1
lebanon	asia	1
layer	laminate	1
pacific_northwest	usa	1
plinth	pillar	1
pillar	temple	1
seattle	washington	1
stand	stadium	1
hold	saucepan	1
wiper_blade	motor_vehicle	1
hold	luggage	1
thigh	leg	1
osmosis	dialysis	1
singapore	southeast_asia	1
el_paso	tx	1
blade	knife	1
midstream	watercourse	1
blade	sword	1
lid	jar	1
zipper	cardigan	1
whorl	hairstyle	1
penny	quid	1
subsumption	syllogism	1
valve	ticker	1
casper	wyoming	1
epoch	period	1
vernal_equinox	march	1
rudder	watercraft	1
paunch	trunk	1
exodus	torah	1
chest	thorax	1
bushel	quarter	1
drawer	dresser	1
introduction	yarn	1
germany	europe	1
warp	weave	1
moonbeam	moonshine	1
tastebud	tongue	1
diffusor	lamp	1
helm	powerboat	1
hip	trunk	1
cell	organism	1
bidding	bridge	1
ny	usa	1
trophoblast	heterodyne	1
point	pencil	1
inertial_navigation_system	spacecraft	1
venter	trunk	1
gastrulation	ontogeny	1
incident	episode	1
tumbler	lock	1
helm	ship	1
msec	second	1
rumen	ruminant	1
ball	sole	1
vas_deferens	testis	1
aberdeen	washington	1
stem	hold	1
vane	propellor	1
fort_wayne	indiana	1
ear	head	1
garland	tx	1
body	yarn	1
steering	seafaring	1
instep	pes	1
sternum	axial_skeleton	1
sunset	eventide	1
throttle	plane	1
sunshine	temperament	1
bollard	wharfage	1
condyle	os	1
sleeve	garment	1
microgram	milligram	1
sacrum	pelvis	1
node	stem	1
fowl	bird	1
amarillo	tx	1
scotland	europe	1
stock	ordnance	1
south_africa	africa	1
carom	pool	1
evening	nighttime	1
treadle	wheel	1
assault	onslaught	1
spile	cask	1
window	edifice	1
mm	cm	1
storefront	store	1
kickstand	wheel	1
tooth	comb	1
mattress	bed	1
location	space	1
glasgow	scotland	1
pulse_generator	radiolocation	1
emersion	occultation	1
scut	rabbit	1
porch	house	1
taste	serving	1
segmentation	pregnancy	1
hilt	sticker	1
quill	porcupine	1
bedspring	bedstead	1
magazine	gun	1
portsmouth	england	1
wing	angel	1
hemisphere	world	1
heirloom	inheritance	1
czech_republic	europe	1
outfield	diamond	1
tastebud	epiglottis	1
rump	quadruped	1
sunday	weekend	1
cochlea	labyrinth	1
keyboard	terminal	1
milwaukee	wisconsin	1
typewriter_keyboard	typewriter	1
thorax	trunk	1
bract	inflorescence	1
hydrosphere	world	1
newark	nj	1
drumstick	fowl	1
footlights	proscenium	1
yard	chain	1
charleston	south_carolina	1
runner	sleigh	1
tread	walking	1
schoolroom	schoolhouse	1
seasoning	preparation	1
variety	species	1
panel	gui	1
handrail	balcony	1
prism	spectroscope	1
tsa	transportation	1
windshield	motor_vehicle	1
parasympathetic_nervous_system	autonomic_nervous_system	1
gaza_strip	zion	1
italy	europe	1
boeuf	oxen	1
zimbabwe	africa	1
waco	tx	1
gunlock	gun	1
dorsum	trunk	1
kiwi_fruit	kiwi_vine	1
newport	ri	1
npc	cia	1
bumper	truck	1
clasp	purse	1
amplifier	wireless	1
pawl	ratchet	1
tip	pencil	1
cambridge	england	1
rinsing	washing	1
switzerland	europe	1
skullcap	cranium	1
reef	sheet	1
clause	sentence	1
stock	gun	1
web	plume	1
transport	tape_recorder	1
lemon_rind	lemon	1
aberdeen	south_dakota	1
stratum	society	1
ft	yard	1
basilar_artery	head	1
bathos	story	1
terra_firma	world	1
rf	brainstem	1
tollhouse	toll_plaza	1
scablands	washington	1
travail	pregnancy	1
bumper	motorcar	1
silk_gland	silkworm	1
shank	ungulate	1
pail	waterwheel	1
spare_tire	trunk	1
territorial_waters	main	1
rider	statute	1
majority	maturity	1
complaint	indictment	1
weekend	week	1
effacement	travail	1
glove_compartment	motorcar	1
crown	route	1
main	infrastructure	1
log	ship	1
hg	kilogram	1
jaw	plyers	1
utah	usa	1
clasp	bracelet	1
oxford	england	1
polaroid	sunglasses	1
sound	video	1
top	circus	1
point	listing	1
hinge	gate	1
hold	coffeepot	1
bam	persia	1
spindle	drive	1
point	score	1
fez	morocco	1
wing	fowl	1
handlebar	wheel	1
stem	key	1
hood_ornament	hood	1
philadelphia	pennsylvania	1
busbar	powerhouse	1
words	dialogue	1
petabyte	exabyte	1
threshold	wall	1
sierra_leone	africa	1
body	speech	1
dash	morse_code	1
ionosphere	atmosphere	1
denial	trial	1
cranium	skull	1
shoestring	shoe	1
keyboard	pipe_organ	1
movement	sonata	1
pocket	garment	1
turnaround	route	1
temporal_bone	cranium	1
blade	spatula	1
medulla_oblongata	brainstem	1
lancaster	england	1
hold	handset	1
hold	briefcase	1
penal_institution	infrastructure	1
arm	man	1
parietal_lobe	pallium	1
beaver	helmet	1
savoy	italy	1
nyala	sudan	1
colorado_springs	colorado	1
throat	neck	1
stock	whip	1
snowflake	snowfall	1
head	hammer	1
mississippi_river	usa	1
toledo	ohio	1
england	europe	1
stamen	flower	1
trunk	tree	1
stabilizer_bar	motorcar	1
nh	usa	1
nature	personality	1
bark	branch	1
crt	scope	1
computing	ip	1
pacific_northwest	oregon	1
midsection	trunk	1
hm	km	1
uterine_cervix	womb	1
trumping	bridge	1
extremity	limb	1
mate	yoke	1
trochanter	thighbone	1
quark	hadron	1
northern_ireland	europe	1
quill	hedgehog	1
petal	corolla	1
phrase	tune	1
head	fauna	1
tap	cask	1
nucleus	comet	1
richmond	virginia	1
base	infield	1
stone	quarter	1
exabyte	zettabyte	1
megabit	gigabit	1
den	home	1
hold	umbrella	1
umbilical_cord	fertilized_egg	1
buffalo	ny	1
handwheel	lathe	1
personality	soul	1
rump	bird	1
jerusalem	zion	1
stall	library	1
jaw	skull	1
hold	mug	1
hold	spatula	1
chromosome	nucleus	1
broomstick	broom	1
manitoba	canada	1
common_bile_duct	liver	1
modality	physiotherapy	1
lip	mouth	1
norfolk	virginia	1
rod	furlong	1
saddle	wheel	1
shuffling	cards	1
keystone	arch	1
sudan	africa	1
birth	lifetime	1
pectoralis	thorax	1
minster	monastery	1
dressing_room	home	1
loins	trunk	1
intervertebral_disk	vertebral_column	1
landing_gear	plane	1
hood	plane	1
floorboard	motorcar	1
carat	gramme	1
thymus_gland	neck	1
segment	whole	1
ps	missive	1
north_korea	asia	1
casing	threshold	1
foreshore	seashore	1
week	month	1
bursa	turkey	1
shower_stall	bathroom	1
urinary_bladder	urinary_tract	1
space	aerospace	1
skeg	tail	1
albuquerque	nm	1
organization	regime	1
tympanum	ear	1
strap	teddy	1
marrow	os	1
south_korea	asia	1
step	stairway	1
expiration	ventilation	1
revoke	cards	1
lure	trap	1
roman_empire	europe	1
white	eggs	1
badlands	south_dakota	1
arch	span	1
chuck	lathe	1
lift	edifice	1
orb	optic	1
dayton	ohio	1
hallux	pes	1
tree_stump	tree	1
twilight	eventide	1
bit	bridle	1
icon	gui	1
washington	usa	1
bedstead	bed	1
prong	buckle	1
emitter	transistor	1
month	year	1
dinette	home	1
hamburg	germany	1
drug	pharmacopoeia	1
pacific_northwest	washington	1
wager	pool	1
corpus_christi	tx	1
understructure	structure	1
intersection	route	1
chancre	syphilis	1
intake	ventilation	1
leg	chair	1
hemisphere	cerebrum	1
shiraz	persia	1
hypoxia	asphyxia	1
pennsylvania	usa	1
cincinnati	ohio	1
wing	edifice	1
base	vessel	1
lobe	organ	1
stripe	garment	1
columbus	ohio	1
oasis	desert	1
face	fauna	1
vinifera_grape	vitis_vinifera	1
riviera	italy	1
fuselage	plane	1
nucleolus	nucleus	1
brim	lid	1
bird's_foot	bird	1
culmination	story	1
zipper	frock	1
wale	watercraft	1
darfur	sudan	1
syracuse	ny	1
skull	axial_skeleton	1
graving_dock	shipyard	1
bench	team	1
quintal	tonne	1
tremor	shaking_palsy	1
uganda	africa	1
fin	fish	1
waistline	trunk	1
surface	lithosphere	1
niagara_falls	ny	1
pull	smoking	1
bar	goal	1
trait	personality	1
thighbone	thigh	1
kidney	urinary_tract	1
saturation	plastination	1
spermatozoon	seminal_fluid	1
swing	playground	1
missive	mail	1
shaft	mine	1
aggression	warfare	1
urethra	vulva	1
section	whole	1
tusk	wild_boar	1
rocker	rocking_chair	1
vertebra	vertebral_column	1
prong	fork	1
odometer	motor_vehicle	1
square	city	1
row	wall	1
hilt	sword	1
entablature	temple	1
virginia	usa	1
eyelet	garment	1
tooth	saw	1
toilet	bathroom	1
cinnamon_bark	cinnamon	1
fixing	plastination	1
grating	furnace	1
hz	kilohertz	1
puerto_rico	caribbean	1
carom	billiards	1
cockpit	aircraft	1
pulse_generator	sonar	1
electric_motor	trolleybus	1
sole	pes	1
cytokinesis	mitosis	1
huntington	wv	1
gulf	sea	1
gary	indiana	1
epitope	antigen	1
centime	franc	1
ratline	ship	1
brunswick	germany	1
micron	mm	1
aerospace	space	1
tip	knife	1
electric_motor	smoother	1
renascence	history	1
tastebud	throat	1
face	racquet	1
dredge	dredger	1
heel	boot	1
hashish	indian_hemp	1
rim	vessel	1
damper	chimney	1
portland	oregon	1
filament	lightbulb	1
land	state	1
woof	weave	1
kitchen	home	1
head	striated_muscle	1
affix	word	1
poll	horse	1
cathode	vacuum_tube	1
combat	warfare	1
clinch	nail	1
break	pool	1
clinic	infirmary	1
track	tramway	1
anterior_pituitary_gland	pituitary_gland	1
grape	grapevine	1
dateline	dispatch	1
shell	eggs	1
stave	folding_chair	1
course	repast	1
waters	amniotic_cavity	1
wimbledon	london	1
retina	optic	1
provo	utah	1
rattle	rattlesnake	1
windshield	plane	1
hem	textile	1
drawer	commode	1
bodyguard	suite	1
cornea	optic	1
centerfield	outfield	1
ticker	circulatory_system	1
upper	shoe	1
bark	trunk	1
hold	skillet	1
axial_skeleton	endoskeleton	1
vertebral_column	axial_skeleton	1
treadle	pipe_organ	1
nih	hhs	1
wall	room	1
carotid_artery	neck	1
deck	ship	1
withers	horse	1
saddle	dorsum	1
rotor	whirlybird	1
natal	south_africa	1
hoof	ungulate	1
san_juan	puerto_rico	1
nosepiece	spectacles	1
gallbladder	thorax	1
almond	sweet_almond	1
style	pistil	1
sector	economy	1
gunsight	gun	1
base	lamp	1
ocular	sights	1
europe	west	1
leftfield	outfield	1
stand	park	1
railing	handrail	1
neckline	sweater	1
splasher	vehicle	1
vane	whirlybird	1
swansea	wales	1
plano	tx	1
pad	paw	1
rio_grande	usa	1
plume	bird	1
stairway	edifice	1
node	circulatory_system	1
rib	hull	1
rib	umbrella	1
pubis	pelvis	1
point	needle	1
pierre	south_dakota	1
washboard	watercraft	1
stylus	pickup	1
terabyte	petabyte	1
stem	nail	1
sudan	africa	1
pole	magnet	1
brakes	motor_vehicle	1
ohio	usa	1
helm	tugboat	1
wisconsin	usa	1
dying	lifetime	1
cheek	trunk	1
jaw	vise	1
proverbs	writings	1
hand	timepiece	1
supplication	service	1
cabin	ocean_liner	1
thigh	fowl	1
hind_leg	quadruped	1
louisville	ky	1
point	pin	1
saddle	poultry	1
hatband	lid	1
roofing	construction	1
tacoma	washington	1
ending	speech	1
flooring	room	1
paw	man	1
gluteus_muscle	cheek	1
flooring	hallway	1
eye	needle	1
shelf	cabinet	1
archway	wall	1
arlington	tx	1
gene	chromosome	1
newport	wales	1
cabin	aircraft	1
bull's_eye	target	1
wardrobe	wearable	1
dish	repast	1
space	musical_notation	1
stabilizer_bar	truck	1
deal	cards	1
nucleic_acid	dna	1
urethra	urinary_tract	1
cl	dl	1
sector	society	1
pelage	mammalian	1
lacing	shoe	1
pad	finger	1
marijuana	hemp	1
matrix	gristle	1
iliac_artery	ilium	1
lakeland	england	1
hi	usa	1
shaft	edifice	1
sauce	dish	1
edging	rug	1
windshield	powerboat	1
roadbed	route	1
rein	bridle	1
manchester	nh	1
abdominal_muscle	venter	1
cloud	sky	1
umbilicus	venter	1
nightcap	nightie	1
san_antonio	tx	1
wv	usa	1
backrest	chair	1
acrosome	spermatozoon	1
windpipe	neck	1
north	usa	1
keep	castle	1
summoning	exorcism	1
piece	unit	1
tip	arrowhead	1
lamentations	writings	1
cent	dollar	1
bit	drill	1
shelf	dresser	1
roman_empire	africa	1
wall	edifice	1
os	endoskeleton	1
refrain	vocal	1
point	awl	1
withers	sheep	1
jak	jackfruit_tree	1
sketch	publication	1
valencia	spain	1
south_carolina	usa	1
rebound	hoops	1
infield	diamond	1
meshed	persia	1
viewfinder	telescope	1
tehran	persia	1
drawer	desk	1
quickening	pregnancy	1
ontario	canada	1
corpuscle	blood	1
hold	racquet	1
radio_frequency	electromagnetic_spectrum	1
mow	barn	1
jamaica	caribbean	1
tilling	husbandry	1
barcelona	spain	1
semicircular_canal	labyrinth	1
reticule	ocular	1
fender	motorcar	1
ingredient	dish	1
uterine_artery	womb	1
blade	scissors	1
nm	micron	1
occipital_lobe	pallium	1
superior_colliculus	midbrain	1
paterson	nj	1
matrix	os	1
pes	leg	1
tit	mammary_gland	1
intestine	venter	1
therapeutic	treatment	1
term	understanding	1
scut	deer	1
sapota	sapodilla_tree	1
persia	asia	1
return	tennis	1
gauze_bandage	patch	1
gigabit	terabit	1
xmas	december	1
loft	house	1
niagara_falls	ontario	1
escape_hatch	plane	1
os	platform	1
pallium	cerebrum	1
psalms	writings	1
tx	usa	1
barb	arrowhead	1
nook	edifice	1
shifter	motor_vehicle	1
kilobit	megabit	1
shirtfront	shirt	1
wall	hallway	1
estuary	river	1
trotter	sheep	1
hold	brush	1
persimmon	kaki	1
westminster	london	1
innings	cricket	1
classwork	teaching	1
strip	comic_book	1
marabou	marabout	1
lincoln	nebraska	1
hold	lumber	1
hold	carrycot	1
lexington	ky	1
runway	strip	1
cigarette_butt	fag	1
train	engine	1
share	profits	1
pendent	necklace	1
drawer	sideboard	1
maritimes	canada	1
sea	hydrosphere	1
face	head	1
horn	goat	1
slipknot	snare	1
handwheel	valve	1
leon	spain	1
forte	sword	1
stave	rocking_chair	1
antiquity	history	1
colosseum	rome	1
mihrab	mosque	1
ending	yarn	1
placenta	womb	1
princeton	nj	1
syphilis	neurosyphilis	-1
segment	fragmentation	-1
lobe	cerebrum	-1
aircraft	aircraft	-1
wile	electromagnet	-1
pas_de_deux	adagio	-1
eyelet	windshield	-1
repartee	bowl	-1
africa	ruf	-1
stake	filthy_lucre	-1
cartoonist	supporter	-1
hold	meat_cleaver	-1
km	hm	-1
sights	sights	-1
dg	carat	-1
ruination	source	-1
emitter	electronics	-1
root	tree	-1
stickiness	system	-1
signal_caller	venture	-1
pail	wheel	-1
connective_tissue	array	-1
richmond	norfolk	-1
wale	hold	-1
nh	nh	-1
finale	understanding	-1
trickster	felicitation	-1
ruf	hemisphere	-1
nsw	ctc	-1
polaroid	polaroid	-1
usa	waco	-1
sonar	pallet	-1
roast	archangel	-1
notochord	vertebral_column	-1
parturition	lifer	-1
edifice	revivification	-1
music	couch_potato	-1
yankee	paleface	-1
process	placental_mammal	-1
adornment	necklace	-1
crumb	papering	-1
declaration	monument	-1
withers	oxen	-1
ohio	spain	-1
lagos	african	-1
shirt	jacket	-1
ois	usa	-1
haulage	panting	-1
phrase	music	-1
schoolroom	farm	-1
sagacity	protagonism	-1
blade	turner	-1
wv	wv	-1
pacific_northwest	staffer	-1
vacuum_tube	preserve	-1
viii	uvea	-1
usa	roanoke	-1
parturition	parity	-1
yemen	continent	-1
trunk	cabin	-1
inch	inch	-1
epoch	domino_effect	-1
roanoke	southerner	-1
ky	louisville	-1
buffalo	syracuse	-1
eternal_damnation	state	-1
desert	outfield	-1
infield	soot	-1
exabyte	exabyte	-1
repast	repast	-1
keyboard	terminus	-1
thighbone	volcanic_eruption	-1
sore	neurosyphilis	-1
hold	container	-1
hoof	man	-1
turkey	liberty	-1
concern	wheel	-1
support	shoot	-1
allotment	accumulation	-1
trade	construction	-1
head	endoskeleton	-1
medicine	epitope	-1
underlayment	fox	-1
breath	word	-1
snorting	adduction	-1
folklore	folktale	-1
senility	oldness	-1
platform	stage	-1
rio_grande	dogsled	-1
gift	arrowhead	-1
nj	nh	-1
choir	shelter	-1
hanover	asia	-1
wheeling	temple	-1
sierra_leone	orient	-1
garnish	custard	-1
room	stabilizer_bar	-1
yankee	ny	-1
congenital_disorder	paw	-1
trade	structure	-1
academia	stratum	-1
man	feline	-1
flooring	alternator	-1
indiana	ny	-1
feeler	paw	-1
squid	vendor	-1
serving	wildfowl	-1
grating	kiln	-1
london	london	-1
solidifying	plastination	-1
lacing	sandal	-1
stage	segmentation	-1
spectroscope	telescope	-1
husbandry	broadcast	-1
intersection	edge	-1
commercialization	shelf	-1
skull	politico	-1
ben	asia	-1
erie	wyoming	-1
river	ois	-1
intimidation	combat	-1
track	atmosphere	-1
wing	vertebrate	-1
bollard	stevedore	-1
wheel	wheel	-1
tying	edge	-1
device	device	-1
stripe	loungewear	-1
keyboard	hypnosis	-1
sweep	yell	-1
huntsman	missive	-1
treatment	treatment	-1
silkworm	silkworm	-1
cambridge	virginia	-1
stance	park	-1
stringed_instrument	pianoforte	-1
variation	crustacean	-1
tailgate	schoolhouse	-1
process	gamete	-1
safeguard	steps	-1
compartment	wagon	-1
shore	shape	-1
warp	mosque	-1
motor_vehicle	open	-1
cards	statement	-1
fish	smelt	-1
spermatic_cord	spermatic_cord	-1
teaching	lecturing	-1
magnitude	amplifier	-1
usa	wisconsin	-1
coliseum	roman	-1
ligament	ligament	-1
jerusalem	jerusalem	-1
dresser	armchair	-1
fishhook	spear	-1
liver	liver	-1
nigeria	zimbabwe	-1
boat	tug	-1
statute	lowness	-1
treadle	umbilicus	-1
swansea	island	-1
fascination	humdinger	-1
circulatory_system	american	-1
removal	followup	-1
spear	projectile	-1
tuber	hold	-1
seat	flypast	-1
rib	varnish	-1
sea	watering	-1
pogy	pogy	-1
nepal	hinduism	-1
phenomenon	thighbone	-1
turbojet	turbojet	-1
etymology	antiquity	-1
splenic_artery	splenic_artery	-1
sword	scissors	-1
san_juan	san_juan	-1
construction	twine	-1
disclaimer	trial	-1
skullcap	joint	-1
portland	union	-1
wink	secondment	-1
barrio	wisconsin	-1
town	usa	-1
word	reason	-1
yarn	will	-1
variety	flower	-1
hold	hit	-1
kiwi_vine	vine	-1
africa	occupation	-1
kinetochore	collection	-1
nail	meander	-1
puerto_rico	rastas	-1
entryway	witch	-1
struggle	ship	-1
rolling	treadle	-1
doorframe	drug_cartel	-1
territorial_waters	sea	-1
socket	untangling	-1
point	intestine	-1
archipelago	nitrogen	-1
surface	water	-1
ordnance	rome	-1
prong	prong	-1
throat	tongue	-1
formation	head	-1
gramme	gramme	-1
pistil	pistil	-1
england	liverpool	-1
aircraft	pilot	-1
tip	label	-1
port	germany	-1
signer	sign	-1
midbrain	inferior_colliculus	-1
